voucher_id,haul,strata,tax,tax_phylum,tax_class,tax_order,tax_family,tax_genus,tax_species,pre_taxid,gb_coi,bold_coi,gb_16s,blast_coi_id,blast_coi_ap,bold_coi_id,bold_coi_ap,blast_16s_id,blast_16s_ap,rev_tax,final_tax_phylum,final_tax_class,final_tax_order,final_tax_family,final_tax_genus,final_tax,final_taxid,bin,bin_congruence,evidence,accession_coi,accession_16s,bold_process_id
FC-22-060-07,60,21,Atlantopandalus propinqvus,Arthropoda,Malacostraca,Decapoda,Pandalidae,Atlantopandalus,Atlantopandalus propinqvus,2268695,1,1,1,Atlantopandalus propinqvus,"89,78",No match,NA,NA,NA,NA,Arthropoda,Malacostraca,Decapoda,Pandalidae,Atlantopandalus,Atlantopandalus propinqvus,2268695,BOLD:AHJ5880,multiple,morphological,OZ240423,NA,VMEFC186-25
FC-22-060-08,60,21,Henricia sp.,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,NA,60577,LTR,LTR,LTR,NA,NA,NA,NA,Henricia cf. pertusa CLADE B,100,Henricia pertusa,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,Henricia pertusa,3254000,NA,concordant,morphological,NA,OZ238625,VMEFC187-25
FC-22-060-09,60,21,Mediaster bairdi,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Mediaster,Mediaster bairdi,655526,0,0,1,NA,NA,NA,NA,Mediaster ornatus,"99,83",NA,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Mediaster,Mediaster bairdi,655526,NA,concordant,multiple,NA,OZ238626,VMEFC188-25
FC-22-060-10,60,21,Hormathiidae,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,NA,NA,42824,LTR,LTR,LTR,Paraphelliactis xishaensis,"99,67",Actinauge sp.,100,NA,NA,Actinauge cristata,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,Actinauge,Actinauge cristata,3279625,BOLD:AAE3706,multiple,morphological,OZ240424,NA,VMEFC189-25
FC-22-060-11,60,21,Taonius pavo,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Taonius,Taonius pavo,559551,1,1,1,Teuthowenia megalops,100,Teuthowenia megalops,100,Teuthowenia megalops,"99,6",NA,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Teuthowenia,Teuthowenia megalops,279102,BOLD:AAW6796,concordant,genetic,OZ240425,OZ238627,VMEFC190-25
FC-22-061-01,61,20,Ophioplinthus sp.,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Ophioplinthus,NA,696347,LTR,LTR,LTR,Ophiomusa lymani,"99,7",Ophiomusa lymani,"99,7",Ophiomusa scalare,"87,3",Ophiomusa lymani,Echinodermata,Ophiuroidea,Ophiurida,Ophiomusaidae,Ophiomusa,Ophiomusa lymani,72729,BOLD:AAF0993,concordant,multiple,OZ240426,OZ238628,VMEFC191-25
FC-22-061-02,61,20,Heteropolypus sp.,Cnidaria,Octocorallia,Scleralcyonacea,Coralliidae,Heteropolypus,NA,1826360,LTR,LTR,LTR,Anthomastinae sp.,"99,24",Anthomastus sp.,"99,83",Anthomastinae sp.,"99,15",NA,Cnidaria,Octocorallia,Scleralcyonacea,Coralliidae,Heteropolypus,Heteropolypus sol,2931934,BOLD:AAD3482,concordant,biogeographic,OZ240427,OZ238629,VMEFC192-25
FC-22-061-03,61,20,Heteropolypus sp.,Cnidaria,Octocorallia,Scleralcyonacea,Coralliidae,Heteropolypus,NA,1826360,LTR,LTR,LTR,Anthomastinae sp.,"99,24",Anthomastus sp.,"99,83",Anthomastinae sp.,"99,15",NA,Cnidaria,Octocorallia,Scleralcyonacea,Coralliidae,Heteropolypus,Heteropolypus sol,2931934,BOLD:AAD3482,concordant,biogeographic,OZ240428,OZ238630,VMEFC193-25
FC-22-061-04,61,20,Stauropathes arctica,Cnidaria,Hexacorallia,Antipatharia,Schizopathidae,Stauropathes,Stauropathes arctica,2666510,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-061-05,61,20,Balticina finmarchica,Cnidaria,Octocorallia,Scleralcyonacea,Balticinidae,Balticina,Balticina finmarchica,2899797,1,0,1,Balticina finmarchica,"99,85",Balticina finmarchica,"99,84",Balticina finmarchica,100,NA,Cnidaria,Octocorallia,Scleralcyonacea,Balticinidae,Balticina,Balticina finmarchica,2899797,BOLD:ABX8941,concordant,multiple,OZ240429,OZ238631,VMEFC194-25
FC-22-061-06,61,20,Funiculina quadrangularis,Cnidaria,Octocorallia,Scleralcyonacea,Funiculinidae,Funiculina,Funiculina quadrangularis,68568,1,1,1,Funiculina sp.,100,Funiculina quadrangularis,100,Funiculina quadrangularis,100,NA,Cnidaria,Octocorallia,Scleralcyonacea,Funiculinidae,Funiculina,Funiculina quadrangularis,68568,BOLD:ACH6793,concordant,multiple,OZ240430,OZ238632,VMEFC195-25
FC-22-061-07,61,20,Flabellum alabastrum,Cnidaria,Hexacorallia,Scleractinia,Flabellidae,Flabellum,Flabellum alabastrum,2305781,1,0,1,Flabellum (Ulocyathus) alabastrum,100,Flabellum apertum,"99,5",NA,NA,NA,Cnidaria,Hexacorallia,Scleractinia,Flabellidae,Flabellum,Flabellum (Ulocyathus) alabastrum,2305781,BOLD:ACH4038,concordant,multiple,OZ240431,NA,VMEFC196-25
FC-22-061-08,61,20,Flabellum alabastrum,Cnidaria,Hexacorallia,Scleractinia,Flabellidae,Flabellum,Flabellum alabastrum,2305781,1,0,1,Flabellum (Ulocyathus) alabastrum,"99,85",Flabellum apertum,"99,5",NA,NA,NA,Cnidaria,Hexacorallia,Scleractinia,Flabellidae,Flabellum,Flabellum (Ulocyathus) alabastrum,2305781,BOLD:ACH4038,concordant,multiple,OZ240432,NA,VMEFC197-25
FC-22-061-09,61,20,Hormathiidae,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,NA,NA,42824,LTR,LTR,LTR,Paraphelliactis xishaensis,100,Actinauge abyssorum,"99,83",NA,NA,Phelliactis sp.,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,Phelliactis,Phelliactis sp. MPL-2024,3384854,BOLD:AAE3706,concordant,morphological,OZ240433,NA,VMEFC198-25
FC-22-061-10,61,20,Actinoscyphia sp.,Cnidaria,Hexacorallia,Actiniaria,Actinoscyphiidae,Actinoscyphia,NA,478381,LTR,LTR,LTR,Galatheanthemum cf. profundale,"98,33",Stephanauge sp.,100,NA,NA,Actinoscyphia aurelia,Cnidaria,Hexacorallia,Actiniaria,Actinoscyphiidae,Actinoscyphia,Actinoscyphia aurelia,3279687,BOLD:ACM6770,concordant,morphological,OZ240434,NA,VMEFC199-25
FC-22-064-01,64,16,Rhizaxinella sp.,Porifera,Demospongiae,Suberitida,Suberitidae,Rhizaxinella,NA,283535,LTR,LTR,LTR,Rhizaxinella sp. ,"97,14",Rhizaxinella sp.,"97,11",Tethya actinia,"84,74",NA,Porifera,Demospongiae,Suberitida,Suberitidae,Rhizaxinella,Rhizaxinella sp. MPL-2024,3384853,BOLD:AHI9324,concordant,multiple,OZ240435,OZ238633,VMEFC200-25
FC-22-064-02,64,16,Duva florida,Cnidaria,Octocorallia,Malacalcyonacea,Capnellidae,Duva,Duva florida,2931940,0,0,0,NA,NA,NA,NA,Nephtheidea sp.,"81,47",NA,Cnidaria,Octocorallia,Malacalcyonacea,Nephtheidae,NA,Nephtheidae sp. 3 MPL-2024,3384865,NA,multiple,genetic,NA,OZ238634,VMEFC201-25
FC-22-064-03,64,16,Flabellum alabastrum,Cnidaria,Hexacorallia,Scleractinia,Flabellidae,Flabellum,Flabellum alabastrum,2305781,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-064-04,64,16,Flabellum alabastrum,Cnidaria,Hexacorallia,Scleractinia,Flabellidae,Flabellum,Flabellum alabastrum,2305781,1,0,1,Flabellum (Ulocyathus) alabastrum,100,Flabellum apertum,"99,48",NA,NA,NA,Cnidaria,Hexacorallia,Scleractinia,Flabellidae,Flabellum,Flabellum (Ulocyathus) alabastrum,2305781,BOLD:ACH4038,concordant,multiple,OZ240436,NA,VMEFC202-25
FC-22-064-05,64,16,Flabellum alabastrum,Cnidaria,Hexacorallia,Scleractinia,Flabellidae,Flabellum,Flabellum alabastrum,2305781,1,0,1,Flabellum (Ulocyathus) alabastrum,"99,84",Flabellum apertum,"99,46",NA,NA,NA,Cnidaria,Hexacorallia,Scleractinia,Flabellidae,Flabellum,Flabellum (Ulocyathus) alabastrum,2305781,BOLD:ACH4038,concordant,multiple,OZ240437,NA,VMEFC203-25
FC-22-064-06,64,16,Eusergestes arcticus,Arthropoda,Malacostraca,Decapoda,Sergestidae,Eusergestes,Eusergestes arcticus,2849045,1,1,1,Eusergestes arcticus,100,Eusergestes arcticus,100,Eusergestes arcticus,100,NA,Arthropoda,Malacostraca,Decapoda,Sergestidae,Eusergestes,Eusergestes arcticus,2849045,BOLD:AAE1889,concordant,multiple,OZ240438,OZ238635,VMEFC204-25
FC-22-064-07,64,16,Psilaster andromeda,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Psilaster,Psilaster andromeda,1898583,1,1,0,NA,NA,NA,NA,Psilaster pectinatus,"98,65",Psilaster andromeda,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Psilaster,Psilaster andromeda,1898583,NA,multiple,morphological,NA,OZ238636,VMEFC205-25
FC-22-064-08,64,16,Henricia sp.,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,NA,60577,LTR,LTR,LTR,NA,NA,NA,NA,Henricia cf. oculata CLADE E,"99,67",NA,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,Henricia scabrior,3384886,NA,no_bin,morphological,NA,OZ238637,VMEFC206-25
FC-22-064-09,64,16,Didemnidae,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,NA,NA,107393,LTR,LTR,LTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-064-10,64,16,Astarte sp.,Mollusca,Bivalvia,Carditida,Astartidae,Astarte,NA,98290,LTR,LTR,LTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-064-11,64,16,Hormathiidae,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,NA,NA,42824,LTR,LTR,LTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-064-12,64,16,Hormathiidae,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,NA,NA,42824,LTR,LTR,LTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-064-13,64,16,Histioteuthis bonnellii,Mollusca,Cephalopoda,Oegopsida,Histioteuthidae,Histioteuthis,Histioteuthis bonnellii,2816407,1,0,1,Histioteuthis bonnellii,"99,84",Histioteuthis bonnellii,"99,84",Histioteuthis bonnellii,"99,8",NA,Mollusca,Cephalopoda,Oegopsida,Histioteuthidae,Histioteuthis,Histioteuthis bonnellii,2816407,BOLD:AAX1286,concordant,multiple,OZ240439,OZ238638,VMEFC207-25
FC-22-064-14,64,16,Hormathiidae,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,NA,NA,42824,LTR,LTR,LTR,Paraphelliactis xishaensis,"99,83",Actinauge sp.,100,NA,NA,Actinauge cristata,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,Actinauge,Actinauge cristata,3279625,BOLD:AAE3706,multiple,morphological,OZ240440,NA,VMEFC208-25
FC-22-064-15,64,16,Hormathiidae,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,NA,NA,42824,LTR,LTR,LTR,Paraphelliactis xishaensis,"99,68",Actinauge sp.,100,NA,NA,Actinauge cristata,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,Actinauge,Actinauge cristata,3279625,BOLD:AAE3706,multiple,morphological,OZ240441,NA,VMEFC209-25
FC-22-067-01,67,22,Keratoisis sp.,Cnidaria,Octocorallia,Scleralcyonacea,Keratoisididae,Keratoisis,NA,243285,LTR,LTR,LTR,Isidella sp.,"99,66",Isidella trichotoma,"99,66",Isidid sp.,100,Isidella sp.,Cnidaria,Octocorallia,Scleralcyonacea,Keratoisididae,Isidella,Isidella sp. MPL-2024,3384862,BOLD:AGX9791,concordant,morphological,OZ240442,OZ238639,VMEFC210-25
FC-22-067-02,67,22,Henricia sp.,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,NA,60577,LTR,LTR,LTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-067-03,67,22,Henricia sp.,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,NA,60577,LTR,LTR,LTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-067-04,67,22,Epizoanthus sp.,Cnidaria,Hexacorallia,Zoantharia,Epizoanthidae,Epizoanthus,NA,328560,LTR,LTR,LTR,Parazoanthidae sp.,"99,67",Churabana kuroshioae,"98,18",NA,NA,NA,Cnidaria,Hexacorallia,Zoantharia,Epizoanthidae,Epizoanthus,Epizoanthus sp. MPL-2024,3400539,BOLD:AAE7199,concordant,morphological,OZ240443,NA,VMEFC211-25
FC-22-067-05,67,22,Anthomastus sp.,Cnidaria,Octocorallia,Scleralcyonacea,Coralliidae,Anthomastus,NA,3111105,LTR,LTR,LTR,Pseudoanthomastus sp.,"99,85",Anthomastus sp.,100,Anthomastus sp.,"99,85",NA,Cnidaria,Octocorallia,Scleralcyonacea,Coralliidae,Anthomastus,Anthomastus sp. 1 MPL-2024,3384847,BOLD:AAW0534,concordant,multiple,OZ240444,OZ238640,VMEFC212-25
FC-22-067-06,67,22,Anthomastus sp.,Cnidaria,Octocorallia,Scleralcyonacea,Coralliidae,Anthomastus,NA,3111105,LTR,LTR,LTR,Anthomastus sp.,"98,05",Anthomastus sp.,"98,54",Anthomastus sp.,100,NA,Cnidaria,Octocorallia,Scleralcyonacea,Coralliidae,Anthomastus,Anthomastus sp. 2 MPL-2024,3384848,BOLD:AHN1187,concordant,multiple,OZ240445,OZ238641,VMEFC213-25
FC-22-067-07,67,22,Solasteridae,Echinodermata,Asteroidea,Valvatida,Solasteridae,NA,NA,7596,LTR,LTR,LTR,Velatida sp.,"99,85",Solaster regularis,"99,85",Crossaster borealis,"98,05",Crossaster squamatus,Echinodermata,Asteroidea,Valvatida,Solasteridae,Crossaster,Crossaster squamatus,2015595,BOLD:AAE1368,multiple,morphological,OZ240446,OZ238642,VMEFC214-25
FC-22-067-08,67,22,Parapasiphae sulcatifrons,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Parapasiphae,Parapasiphae sulcatifrons,342619,1,1,1,Parapasiphae sulcatifrons,100,Parapasiphae sulcatifrons,100,NA,NA,NA,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Parapasiphae,Parapasiphae sulcatifrons,342619,BOLD:AAF7301,multiple,multiple,OZ240447,NA,VMEFC215-25
FC-22-067-09,67,22,Atlantopandalus propinqvus,Arthropoda,Malacostraca,Decapoda,Pandalidae,Atlantopandalus,Atlantopandalus propinqvus,2268695,1,1,1,Atlantopandalus propinqvus,"90,09",No match,NA,NA,NA,NA,Arthropoda,Malacostraca,Decapoda,Pandalidae,Atlantopandalus,Atlantopandalus propinqvus,2268695,BOLD:AHJ5880,multiple,morphological,OZ240448,NA,VMEFC216-25
FC-22-067-10,67,22,Pasiphaea tarda,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Pasiphaea,Pasiphaea tarda,98099,1,1,0,Pasiphaea tarda,100,Pasiphaea tarda,100,Pasiphaea merriami,"94,34",NA,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Pasiphaea,Pasiphaea tarda,98099,BOLD:AAB9072,multiple,multiple,OZ240449,OZ238643,VMEFC217-25
FC-22-067-11,67,22,Gracilechinus sp.,Echinodermata,Echinoidea,Camarodonta,Echinidae,Gracilechinus,NA,545812,LTR,LTR,LTR,Gracilechinus sp.,"99,85",Gracilechinus alexandri,"99,85",Echinus esculentus,"96,69",Gracilechinus alexandri,Echinodermata,Echinoidea,Camarodonta,Echinidae,Gracilechinus,Gracilechinus alexandri,1392643,BOLD:ACS4645,concordant,multiple,OZ240450,OZ238644,VMEFC218-25
FC-22-067-12,67,22,Chaceon quinquedens,Arthropoda,Malacostraca,Decapoda,Geryonidae,Chaceon,Chaceon quinquedens,198537,1,1,0,Chaceon quinquedens,"99,54",Chaceon quinquedens,"99,54",Chaceon maritae,"99,8",NA,Arthropoda,Malacostraca,Decapoda,Geryonidae,Chaceon,Chaceon quinquedens,198537,BOLD:ACD2719,concordant,multiple,OZ240451,OZ238645,VMEFC219-25
FC-22-067-13,67,22,Geodia sp.,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,NA,6046,LTR,LTR,LTR,Stelletta tuberosa,"99,34",Stelletta tuberosa,"99,34",Tetractinomorpha sp.,"99,85",cf. Stelletta sp. 1,Porifera,Demospongiae,Tetractinellida,Ancorinidae,Stelletta,cf. Stelletta sp. 1 MPL-2024,3384868,BOLD:ACB5687,multiple,morphological,OZ240452,OZ238646,VMEFC220-25
FC-22-067-14,67,22,Geodia atlantica,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia atlantica,1006787,1,0,0,Geodia atlantica,100,Geodia atlantica,100,NA,NA,NA,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia atlantica,1006787,BOLD:AAY1593,concordant,multiple,OZ240453,NA,VMEFC221-25
FC-22-067-15,67,22,Pachastrella sp.,Porifera,Demospongiae,Tetractinellida,Pachastrellidae,Pachastrella,NA,881970,LTR,LTR,LTR,Pachastrella caliculata ,"97,89",Pachastrella monilifera,"98,38",Macandrewia sp.,"96,01",Pachastrella aff. monilifera,Porifera,Demospongiae,Tetractinellida,Pachastrellidae,Pachastrella,Pachastrella aff. monilifera MPL-2024,3384883,BOLD:ACQ1944,concordant,morphological,OZ240454,OZ238647,VMEFC222-25
FC-22-067-16,67,22,Porifera,Porifera,NA,NA,NA,NA,NA,6040,LTR,LTR,LTR,Paratimea hoffmannae,100,Paratimea duplex,100,NA,NA,Paratimea sp.,Porifera,Demospongiae,Axinellida,Stelligeridae,Paratimea,Paratimea sp. MPL-2024,3384855,BOLD:ACH5846,concordant,morphological,OZ240455,NA,VMEFC223-25
FC-22-067-17,67,22,Porifera,Porifera,NA,NA,NA,NA,NA,6040,LTR,LTR,LTR,Paratimea hoffmannae,100,Paratimea duplex,100,NA,NA,Paratimea sp.,Porifera,Demospongiae,Axinellida,Stelligeridae,Paratimea,Paratimea sp. MPL-2024,3384855,BOLD:ACH5846,concordant,morphological,OZ240456,NA,VMEFC224-25
FC-22-067-18,67,22,Porifera,Porifera,NA,NA,NA,NA,NA,6040,LTR,LTR,LTR,Paratimea hoffmannae,100,Paratimea duplex,100,NA,NA,Paratimea sp.,Porifera,Demospongiae,Axinellida,Stelligeridae,Paratimea,Paratimea sp. MPL-2024,3384855,BOLD:ACH5846,concordant,morphological,OZ240457,NA,VMEFC225-25
FC-22-067-19,67,22,Thenea sp.,Porifera,Demospongiae,Tetractinellida,Theneidae,Thenea,NA,281724,LTR,LTR,LTR,Thenea levis,"99,85",Thenea levis,"99,85",Poecillastra laminaris,"95,41",Thenea levis,Porifera,Demospongiae,Tetractinellida,Theneidae,Thenea,Thenea levis,1006813,BOLD:ACB4291,concordant,multiple,OZ240458,OZ238648,VMEFC226-25
FC-22-067-20,67,22,Thenea sp.,Porifera,Demospongiae,Tetractinellida,Theneidae,Thenea,NA,281724,LTR,LTR,LTR,Thenea levis,"99,85",Thenea levis,"99,85",Poecillastra laminaris,"95,48",Thenea levis,Porifera,Demospongiae,Tetractinellida,Theneidae,Thenea,Thenea levis,1006813,BOLD:ACB4291,concordant,multiple,OZ240459,OZ238649,VMEFC227-25
FC-22-067-21,67,22,Thenea sp.,Porifera,Demospongiae,Tetractinellida,Theneidae,Thenea,NA,281724,LTR,LTR,LTR,Thenea levis,"99,85",Thenea levis,"99,85",Poecillastra laminaris,"95,9",Thenea levis,Porifera,Demospongiae,Tetractinellida,Theneidae,Thenea,Thenea levis,1006813,BOLD:ACB4291,concordant,multiple,OZ240460,OZ238650,VMEFC228-25
FC-22-068-01,68,21,Henricia sp.,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,NA,60577,LTR,LTR,LTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-068-02,68,21,Henricia sp.,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,NA,60577,LTR,LTR,LTR,Henricia sp.,"99,54",Henricia sp.,"99,69",Henricia cf. perforata CLADE C,"99,5",Henricia perforata,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,Henricia perforata,1622212,BOLD:AAB9183,concordant,morphological,OZ240461,OZ238651,VMEFC229-25
FC-22-068-03,68,21,Anthomastinae,Cnidaria,Octocorallia,Scleralcyonacea,Coralliidae,NA,NA,3111105,LTR,LTR,LTR,Pseudoanthomastus sp.,"99,55",Anthomastus sp.,100,Anthomastus sp.,"99,86",NA,Cnidaria,Octocorallia,Scleralcyonacea,Coralliidae,Anthomastus,Anthomastus sp. 1 MPL-2024,3384847,BOLD:AAW0534,concordant,multiple,OZ240462,OZ238652,VMEFC230-25
FC-22-068-04,68,21,Ophioplinthus tessellata,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Ophioplinthus,Ophioplinthus tessellata,3091035,0,0,0,Ophiomusa lymani,"99,7",Ophiomusa lymani,"98,9",Ophiomusa scalare,"86,78",Ophiomusa lymani,Echinodermata,Ophiuroidea,Ophiurida,Ophiomusaidae,Ophiomusa,Ophiomusa lymani,72729,BOLD:AAF0993,concordant,multiple,OZ240463,OZ238653,VMEFC231-25
FC-22-068-05,68,21,Polymastia sp.,Porifera,Demospongiae,Polymastiida,Polymastiidae,Polymastia,NA,283513,LTR,LTR,LTR,Weberella bursa,"99,09",Weberella bursa,"99,08",NA,NA,Weberella bursa,Porifera,Demospongiae,Polymastiida,Polymastiidae,Weberella,Weberella bursa,1391061,BOLD:AEG3164,concordant,multiple,OZ240464,NA,VMEFC232-25
FC-22-068-06,68,21,Didemnidae,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,NA,NA,107393,LTR,LTR,LTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-068-07,68,21,Sabinea hystrix,Arthropoda,Malacostraca,Decapoda,Crangonidae,Sabinea,Sabinea hystrix,1129393,1,1,0,Sabinea hystrix,"99,85",Sabinea hystrix,100,Parapontocaris aspera,"84,14",NA,Arthropoda,Malacostraca,Decapoda,Crangonidae,Sabinea,Sabinea hystrix,1129393,BOLD:AAF1709,concordant,multiple,OZ240465,OZ238654,VMEFC233-25
FC-22-068-08,68,21,Anthoptilum grandiflorum,Cnidaria,Octocorallia,Scleralcyonacea,Anthoptilidae,Anthoptilum,Anthoptilum grandiflorum,1150258,1,1,1,Anthoptilum grandiflorum,100,Antoptilum grandiflorum,"99,84",Anthoptilum grandiflorum,"99,7",NA,Cnidaria,Octocorallia,Scleralcyonacea,Anthoptilidae,Anthoptilum,Anthoptilum grandiflorum,1150258,BOLD:ACL7067,multiple,multiple,OZ240466,OZ238655,VMEFC234-25
FC-22-068-09,68,21,Laetmonice sp.,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Laetmonice,NA,73377,LTR,LTR,LTR,Laetmonice cf. Iocasica,"93,79",Laetmonice producta,100,NA,NA,NA,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Laetmonice,Laetmonice producta,2153329,BOLD:ADH4125,multiple,genetic,OZ240467,NA,VMEFC235-25
FC-22-068-10,68,21,Laetmonice sp.,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Laetmonice,NA,73377,LTR,LTR,LTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-068-11,68,21,Bathypolypus sp.,Mollusca,Cephalopoda,Octopoda,Bathypolypodidae,Bathypolypus,NA,85594,LTR,LTR,LTR,Bathypolypus bairdii,100,Bathypolypus bairdii,100,Bathypolypus sp.,"99,6",NA,Mollusca,Cephalopoda,Octopoda,Bathypolypodidae,Bathypolypus,Bathypolypus bairdii,638792,BOLD:ACZ0708,multiple,genetic,OZ240468,OZ238656,VMEFC236-25
FC-22-068-12,68,21,Arrhoges occidentalis,Mollusca,Gastropoda,Littorinimorpha,Aporrhaidae,Arrhoges,Arrhoges occidentalis,3171552,0,1,0,Aporrhais pespelecani,"87,08",Arrhoges occidentalis,"99,32",Aporrhais serresiana,"96,48",NA,Mollusca,Gastropoda,Littorinimorpha,Aporrhaidae,Arrhoges,Arrhoges occidentalis,3171552,BOLD:AFH2932,concordant,multiple,OZ240469,OZ238657,VMEFC237-25
FC-22-068-13,68,21,Didemnidae,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,NA,NA,107393,LTR,LTR,LTR,Cystodytes dellechiajei,"78,03",No match,NA,NA,NA,Didemnum sp.,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,Didemnum sp. MPL-2024,3384859,NA,no_bin,morphological,OZ240470,NA,VMEFC238-25
FC-22-068-14,68,21,Laetmonice sp.,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Laetmonice,NA,73377,LTR,LTR,LTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-068-15,68,21,Laetmonice sp.,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Laetmonice,NA,73377,LTR,LTR,LTR,NA,NA,NA,NA,Laetmonice sp.,"96,11",NA,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Laetmonice,Laetmonice producta,2153329,NA,multiple,genetic,NA,OZ238658,VMEFC239-25
FC-22-070-01,70,12,Poraniomorpha hispida,Echinodermata,Asteroidea,Valvatida,Poraniiidae,Poraniomorpha,Poraniomorpha hispida,1277728,0,0,1,NA,NA,NA,NA,Poraniomorpha hispida,"99,49",NA,Echinodermata,Asteroidea,Valvatida,Poraniiidae,Poraniomorpha,Poraniomorpha hispida,1277728,NA,concordant,multiple,NA,OZ238659,VMEFC240-25
FC-22-070-02,70,12,Poraniomorpha hispida,Echinodermata,Asteroidea,Valvatida,Poraniiidae,Poraniomorpha,Poraniomorpha hispida,1277728,0,0,1,NA,NA,NA,NA,Poraniomorpha hispida,100,NA,Echinodermata,Asteroidea,Valvatida,Poraniiidae,Poraniomorpha,Poraniomorpha hispida,1277728,NA,concordant,multiple,NA,OZ238660,VMEFC241-25
FC-22-070-03,70,12,Poraniomorpha hispida,Echinodermata,Asteroidea,Valvatida,Poraniiidae,Poraniomorpha,Poraniomorpha hispida,1277728,0,0,1,Porania pulvillus,"88,87",Poraniomorpha tumida,"99,05",Poraniomorpha hispida,"99,66",NA,Echinodermata,Asteroidea,Valvatida,Poraniiidae,Poraniomorpha,Poraniomorpha hispida,1277728,BOLD:AEH7633,concordant,multiple,OZ240471,OZ238661,VMEFC242-25
